,Date,Time,Open,High,Low,Close,todrop
87,2010-03-31,17:00:00,93.44,93.46,93.43,93.46,0.0
88,2010-04-01,17:00:00,93.82,93.82,93.82,93.82,0.0
89,2010-04-02,17:00:00,94.61,94.61,94.61,94.61,0.0
90,2010-04-03,17:00:00,94.61,94.61,94.61,94.61,0.0
91,2010-04-04,17:00:00,94.68,94.68,94.68,94.68,0.0
92,2010-04-05,17:00:00,94.37,94.37,94.36,94.36,0.0
93,2010-04-06,17:00:00,93.78,93.78,93.77,93.77,0.0
94,2010-04-07,17:00:00,93.34,93.34,93.32,93.32,0.0
95,2010-04-08,17:00:00,93.38,93.4,93.38,93.39,0.0
96,2010-04-09,17:00:00,93.14,93.18,93.14,93.18,0.0
97,2010-04-10,17:00:00,93.14,93.18,93.14,93.18,0.0
98,2010-04-11,17:00:00,93.14,93.18,93.14,93.18,0.0
99,2010-04-12,17:00:00,93.23,93.24,93.23,93.24,0.0
100,2010-04-13,17:00:00,93.19,93.2,93.19,93.19,0.0
101,2010-04-14,17:00:00,93.22,93.26,93.22,93.25,0.0
102,2010-04-15,17:00:00,93.02,93.03,92.98,93.0,0.0
103,2010-04-16,17:00:00,92.12,92.17,92.1,92.17,0.0
104,2010-04-17,17:00:00,92.12,92.17,92.1,92.17,0.0
105,2010-04-18,17:00:00,91.86,91.87,91.85,91.86,0.0
106,2010-04-19,17:00:00,92.4,92.43,92.39,92.42,0.0
107,2010-04-20,17:00:00,93.21,93.22,93.21,93.22,0.0
108,2010-04-21,17:00:00,93.18,93.18,93.18,93.18,0.0
109,2010-04-22,17:00:00,93.48,93.48,93.48,93.48,0.0
110,2010-04-23,17:00:00,93.96,93.96,93.96,93.96,0.0
111,2010-04-24,17:00:00,93.96,93.96,93.96,93.96,0.0
112,2010-04-25,17:00:00,94.0,94.0,94.0,94.0,0.0
113,2010-04-26,17:00:00,93.95,93.95,93.95,93.95,0.0
114,2010-04-27,17:00:00,93.26,93.28,93.25,93.26,0.0
115,2010-04-28,17:00:00,94.02,94.04,94.01,94.03,0.0
116,2010-04-29,17:00:00,94.03,94.04,94.02,94.03,0.0
117,2010-04-30,17:00:00,93.84,93.86,93.84,93.84,0.0
118,2010-05-01,17:00:00,93.84,93.86,93.84,93.84,0.0
119,2010-05-02,17:00:00,93.9,93.9,93.88,93.88,0.0
120,2010-05-03,17:00:00,94.53,94.54,94.53,94.54,0.0
121,2010-05-04,17:00:00,94.57,94.58,94.54,94.56,0.0
122,2010-05-05,17:00:00,93.82,93.86,93.81,93.86,0.0
123,2010-05-06,17:00:00,90.6,90.65,90.53,90.6,0.0
124,2010-05-07,17:00:00,91.56,91.62,91.53,91.6,0.0
125,2010-05-08,17:00:00,91.56,91.62,91.53,91.6,0.0
126,2010-05-09,17:00:00,92.44,92.44,92.44,92.44,0.0
127,2010-05-10,17:00:00,93.28,93.29,93.28,93.29,0.0
128,2010-05-11,17:00:00,92.63,92.63,92.56,92.61,0.0
129,2010-05-12,17:00:00,93.25,93.28,93.24,93.27,0.0
130,2010-05-13,17:00:00,92.75,92.75,92.73,92.74,0.0
131,2010-05-14,17:00:00,92.48,92.5,92.45,92.45,0.0
132,2010-05-15,17:00:00,92.48,92.5,92.45,92.45,0.0
133,2010-05-16,17:00:00,92.25,92.25,92.25,92.25,0.0
134,2010-05-17,17:00:00,92.58,92.59,92.58,92.58,0.0
135,2010-05-18,17:00:00,92.24,92.24,92.21,92.22,0.0
136,2010-05-19,17:00:00,91.7,91.7,91.65,91.68,0.0
137,2010-05-20,17:00:00,89.69,89.69,89.55,89.63,0.0
138,2010-05-21,17:00:00,89.96,90.07,89.96,89.96,0.0
139,2010-05-22,17:00:00,89.96,90.07,89.96,89.96,0.0
140,2010-05-23,17:00:00,90.3,90.3,90.3,90.3,0.0
141,2010-05-24,17:00:00,90.26,90.28,90.26,90.28,0.0
142,2010-05-25,17:00:00,90.21,90.23,90.21,90.23,0.0
143,2010-05-26,17:00:00,89.89,89.9,89.86,89.89,0.0
144,2010-05-27,17:00:00,91.01,91.05,91.0,91.05,0.0
145,2010-05-28,17:00:00,91.05,91.07,91.02,91.05,0.0
146,2010-05-29,17:00:00,91.05,91.07,91.02,91.05,0.0
147,2010-05-30,17:00:00,91.05,91.07,91.02,91.05,0.0
148,2010-05-31,17:00:00,91.25,91.25,91.25,91.25,0.0
149,2010-06-01,17:00:00,90.91,90.92,90.9,90.9,0.0
150,2010-06-02,17:00:00,92.12,92.12,92.11,92.12,0.0
151,2010-06-03,17:00:00,92.69,92.69,92.68,92.69,0.0
152,2010-06-04,17:00:00,91.86,91.9,91.85,91.9,0.0
153,2010-06-05,17:00:00,91.86,91.9,91.85,91.9,0.0
154,2010-06-06,17:00:00,91.86,91.9,91.85,91.9,0.0
155,2010-06-07,17:00:00,91.37,91.37,91.36,91.36,0.0
156,2010-06-08,17:00:00,91.45,91.45,91.44,91.45,0.0
157,2010-06-09,17:00:00,91.25,91.28,91.23,91.23,0.0
158,2010-06-10,17:00:00,91.33,91.36,91.31,91.35,0.0
159,2010-06-11,17:00:00,91.64,91.64,91.63,91.64,0.0
160,2010-06-12,17:00:00,91.64,91.64,91.63,91.64,0.0
161,2010-06-13,17:00:00,91.82,91.83,91.82,91.83,0.0
162,2010-06-14,17:00:00,91.56,91.57,91.55,91.56,0.0
163,2010-06-15,17:00:00,91.45,91.45,91.43,91.43,0.0
164,2010-06-16,17:00:00,91.42,91.43,91.42,91.43,0.0
165,2010-06-17,17:00:00,90.99,91.0,90.99,90.99,0.0
166,2010-06-18,17:00:00,90.71,90.71,90.68,90.7,0.0
167,2010-06-19,17:00:00,90.71,90.71,90.68,90.7,0.0
168,2010-06-20,17:00:00,90.71,90.71,90.68,90.7,0.0
169,2010-06-21,17:00:00,91.09,91.09,91.03,91.03,0.0
170,2010-06-22,17:00:00,90.55,90.57,90.55,90.56,0.0
171,2010-06-23,17:00:00,89.8,89.81,89.8,89.81,0.0
172,2010-06-24,17:00:00,89.62,89.64,89.61,89.63,0.0
173,2010-06-25,17:00:00,89.22,89.26,89.22,89.23,0.0
174,2010-06-26,17:00:00,89.22,89.26,89.22,89.23,0.0
175,2010-06-27,17:00:00,89.27,89.27,89.27,89.27,0.0
176,2010-06-28,17:00:00,89.35,89.35,89.35,89.35,0.0
177,2010-06-29,17:00:00,88.61,88.61,88.58,88.59,0.0
178,2010-06-30,17:00:00,88.43,88.44,88.42,88.42,0.0
179,2010-07-01,17:00:00,87.59,87.6,87.57,87.58,0.0
180,2010-07-02,17:00:00,87.74,87.74,87.74,87.74,0.0
181,2010-07-03,17:00:00,87.74,87.74,87.74,87.74,0.0
182,2010-07-04,17:00:00,87.71,87.71,87.7,87.7,0.0
183,2010-07-05,17:00:00,87.75,87.75,87.75,87.75,0.0
184,2010-07-06,17:00:00,87.52,87.52,87.51,87.51,0.0
185,2010-07-07,17:00:00,87.7,87.7,87.68,87.69,0.0
186,2010-07-08,17:00:00,88.33,88.33,88.32,88.33,0.0
187,2010-07-09,17:00:00,88.61,88.61,88.6,88.61,0.0
188,2010-07-10,17:00:00,88.61,88.61,88.6,88.61,0.0
189,2010-07-11,17:00:00,88.72,88.73,88.72,88.72,0.0
190,2010-07-12,17:00:00,88.61,88.61,88.61,88.61,0.0
191,2010-07-13,17:00:00,88.72,88.72,88.68,88.68,0.0
192,2010-07-14,17:00:00,88.41,88.43,88.39,88.43,0.0
193,2010-07-15,17:00:00,87.38,87.42,87.38,87.42,0.0
194,2010-07-16,17:00:00,86.57,86.58,86.55,86.57,0.0
195,2010-07-17,17:00:00,86.57,86.58,86.55,86.57,0.0
196,2010-07-18,17:00:00,86.57,86.58,86.55,86.57,0.0
197,2010-07-19,17:00:00,86.68,86.69,86.66,86.66,0.0
198,2010-07-20,17:00:00,87.49,87.5,87.44,87.47,0.0
199,2010-07-21,17:00:00,87.05,87.05,87.02,87.02,0.0
200,2010-07-22,17:00:00,86.92,86.92,86.91,86.92,0.0
201,2010-07-23,17:00:00,87.39,87.39,87.39,87.39,0.0
202,2010-07-24,17:00:00,87.39,87.39,87.39,87.39,0.0
203,2010-07-25,17:00:00,87.48,87.48,87.48,87.48,0.0
204,2010-07-26,17:00:00,86.86,86.87,86.86,86.87,0.0
205,2010-07-27,17:00:00,87.88,87.89,87.88,87.89,0.0
206,2010-07-28,17:00:00,87.46,87.47,87.46,87.47,0.0
207,2010-07-29,17:00:00,86.77,86.83,86.76,86.83,0.0
208,2010-07-30,17:00:00,86.43,86.49,86.42,86.46,0.0
209,2010-07-31,17:00:00,86.43,86.49,86.42,86.46,0.0
210,2010-08-01,17:00:00,86.34,86.34,86.34,86.34,0.0
211,2010-08-02,17:00:00,86.48,86.48,86.46,86.48,0.0
212,2010-08-03,17:00:00,85.76,85.79,85.75,85.79,0.0
213,2010-08-04,17:00:00,86.24,86.27,86.24,86.26,0.0
214,2010-08-05,17:00:00,85.82,85.82,85.82,85.82,0.0
215,2010-08-06,17:00:00,85.48,85.51,85.48,85.49,0.0
216,2010-08-07,17:00:00,85.48,85.51,85.48,85.49,0.0
217,2010-08-08,17:00:00,85.4,85.4,85.4,85.4,0.0
218,2010-08-09,17:00:00,85.93,85.93,85.92,85.93,0.0
219,2010-08-10,17:00:00,85.42,85.42,85.42,85.42,0.0
220,2010-08-11,17:00:00,85.32,85.32,85.3,85.31,0.0
221,2010-08-12,17:00:00,85.89,85.9,85.88,85.89,0.0
222,2010-08-13,17:00:00,86.2,86.2,86.17,86.17,0.0
223,2010-08-14,17:00:00,86.2,86.2,86.17,86.17,0.0
224,2010-08-15,17:00:00,86.16,86.16,86.16,86.16,0.0
225,2010-08-16,17:00:00,85.31,85.32,85.31,85.32,0.0
226,2010-08-17,17:00:00,85.51,85.51,85.51,85.51,0.0
227,2010-08-18,17:00:00,85.42,85.44,85.41,85.43,0.0
228,2010-08-19,17:00:00,85.37,85.4,85.37,85.39,0.0
229,2010-08-20,17:00:00,85.56,85.56,85.56,85.56,0.0
230,2010-08-21,17:00:00,85.56,85.56,85.56,85.56,0.0
231,2010-08-22,17:00:00,85.56,85.56,85.56,85.56,0.0
232,2010-08-23,17:00:00,85.15,85.16,85.15,85.15,0.0
233,2010-08-24,17:00:00,83.9,83.94,83.89,83.91,0.0
234,2010-08-25,17:00:00,84.58,84.58,84.58,84.58,0.0
235,2010-08-26,17:00:00,84.44,84.45,84.44,84.44,0.0
236,2010-08-27,17:00:00,85.2,85.22,85.2,85.22,0.0
237,2010-08-28,17:00:00,85.2,85.22,85.2,85.22,0.0
238,2010-08-29,17:00:00,85.31,85.31,85.31,85.31,0.0
239,2010-08-30,17:00:00,84.61,84.62,84.61,84.62,0.0
240,2010-08-31,17:00:00,84.18,84.19,84.18,84.19,0.0
241,2010-09-01,17:00:00,84.43,84.43,84.43,84.43,0.0
242,2010-09-02,17:00:00,84.27,84.28,84.26,84.28,0.0
243,2010-09-03,17:00:00,84.31,84.42,84.29,84.29,0.0
244,2010-09-04,17:00:00,84.31,84.42,84.29,84.29,0.0
245,2010-09-05,17:00:00,84.14,84.15,84.13,84.13,0.0
246,2010-09-06,17:00:00,84.22,84.22,84.21,84.21,0.0
247,2010-09-07,17:00:00,83.83,83.83,83.81,83.81,0.0
248,2010-09-08,17:00:00,83.86,83.87,83.86,83.87,0.0
249,2010-09-09,17:00:00,83.79,83.8,83.78,83.8,0.0
250,2010-09-10,17:00:00,84.14,84.14,84.14,84.14,0.0
251,2010-09-11,17:00:00,84.14,84.14,84.14,84.14,0.0
252,2010-09-12,17:00:00,84.14,84.14,84.14,84.14,0.0
253,2010-09-13,17:00:00,83.7,83.71,83.68,83.69,0.0
254,2010-09-14,17:00:00,83.03,83.03,83.02,83.02,0.0
255,2010-09-15,17:00:00,85.72,85.72,85.71,85.72,0.0
256,2010-09-16,17:00:00,85.78,85.78,85.76,85.77,0.0
257,2010-09-17,17:00:00,85.84,85.85,85.84,85.85,0.0
258,2010-09-18,17:00:00,85.84,85.85,85.84,85.85,0.0
259,2010-09-19,17:00:00,85.74,85.74,85.74,85.74,0.0
260,2010-09-20,17:00:00,85.69,85.69,85.67,85.68,0.0
261,2010-09-21,17:00:00,85.09,85.09,85.08,85.08,0.0
262,2010-09-22,17:00:00,84.47,84.49,84.47,84.47,0.0
263,2010-09-23,17:00:00,84.37,84.37,84.37,84.37,0.0
264,2010-09-24,17:00:00,84.21,84.21,84.2,84.2,0.0
265,2010-09-25,17:00:00,84.21,84.21,84.2,84.2,0.0
266,2010-09-26,17:00:00,84.23,84.23,84.23,84.23,0.0
267,2010-09-27,17:00:00,84.29,84.31,84.28,84.29,0.0
268,2010-09-28,17:00:00,83.85,83.85,83.85,83.85,0.0
269,2010-09-29,17:00:00,83.68,83.68,83.66,83.68,0.0
270,2010-09-30,17:00:00,83.52,83.52,83.51,83.51,0.0
271,2010-10-01,17:00:00,83.2,83.21,83.2,83.21,0.0
272,2010-10-02,17:00:00,83.2,83.21,83.2,83.21,0.0
273,2010-10-03,17:00:00,83.24,83.24,83.24,83.24,0.0
274,2010-10-04,17:00:00,83.36,83.37,83.35,83.37,0.0
275,2010-10-05,17:00:00,83.22,83.24,83.22,83.23,0.0
276,2010-10-06,17:00:00,82.91,82.92,82.9,82.92,0.0
277,2010-10-07,17:00:00,82.41,82.41,82.34,82.35,0.0
278,2010-10-08,17:00:00,81.91,81.92,81.89,81.91,0.0
279,2010-10-09,17:00:00,81.91,81.92,81.89,81.91,0.0
280,2010-10-10,17:00:00,81.91,81.92,81.89,81.91,0.0
281,2010-10-11,17:00:00,82.06,82.09,82.05,82.09,0.0
282,2010-10-12,17:00:00,81.7,81.72,81.7,81.71,0.0
283,2010-10-13,17:00:00,81.78,81.78,81.77,81.77,0.0
284,2010-10-14,17:00:00,81.46,81.48,81.46,81.47,0.0
285,2010-10-15,17:00:00,81.47,81.48,81.44,81.44,0.0
286,2010-10-16,17:00:00,81.47,81.48,81.44,81.44,0.0
287,2010-10-17,17:00:00,81.47,81.48,81.44,81.44,0.0
288,2010-10-18,17:00:00,81.25,81.26,81.25,81.26,0.0
289,2010-10-19,17:00:00,81.58,81.58,81.57,81.58,0.0
290,2010-10-20,17:00:00,81.08,81.1,81.07,81.09,0.0
291,2010-10-21,17:00:00,81.32,81.32,81.31,81.32,0.0
292,2010-10-22,17:00:00,81.36,81.37,81.35,81.36,0.0
293,2010-10-23,17:00:00,81.36,81.37,81.35,81.36,0.0
294,2010-10-24,17:00:00,81.27,81.27,81.27,81.27,0.0
295,2010-10-25,17:00:00,80.81,80.82,80.78,80.8,0.0
296,2010-10-26,17:00:00,81.43,81.46,81.43,81.44,0.0
297,2010-10-27,17:00:00,81.76,81.76,81.75,81.75,0.0
298,2010-10-28,17:00:00,81.0,81.0,80.99,80.99,0.0
299,2010-10-29,17:00:00,80.38,80.38,80.38,80.38,0.0
300,2010-10-30,17:00:00,80.38,80.38,80.38,80.38,0.0
301,2010-10-31,17:00:00,80.29,80.3,80.29,80.3,0.0
302,2010-11-01,17:00:00,80.5,80.5,80.49,80.5,0.0
303,2010-11-02,17:00:00,80.62,80.64,80.61,80.61,0.0
304,2010-11-03,17:00:00,81.06,81.08,81.06,81.07,0.0
305,2010-11-04,17:00:00,80.72,80.74,80.72,80.73,0.0
306,2010-11-05,17:00:00,81.26,81.26,81.26,81.26,0.0
307,2010-11-06,17:00:00,81.26,81.26,81.26,81.26,0.0
308,2010-11-07,17:00:00,81.23,81.23,81.2,81.2,0.0
309,2010-11-08,17:00:00,81.18,81.19,81.15,81.15,0.0
310,2010-11-09,17:00:00,81.69,81.7,81.68,81.7,0.0
311,2010-11-10,17:00:00,82.27,82.33,82.26,82.32,0.0
312,2010-11-11,17:00:00,82.48,82.48,82.47,82.48,0.0
313,2010-11-12,17:00:00,82.52,82.53,82.51,82.51,0.0
314,2010-11-13,17:00:00,82.52,82.53,82.51,82.51,0.0
315,2010-11-14,17:00:00,82.46,82.47,82.46,82.47,0.0
316,2010-11-15,17:00:00,83.07,83.1,83.06,83.1,0.0
317,2010-11-16,17:00:00,83.31,83.31,83.26,83.28,0.0
318,2010-11-17,17:00:00,83.18,83.2,83.18,83.18,0.0
319,2010-11-18,17:00:00,83.51,83.52,83.51,83.51,0.0
320,2010-11-19,17:00:00,83.52,83.54,83.51,83.54,0.0
321,2010-11-20,17:00:00,83.52,83.54,83.51,83.54,0.0
322,2010-11-21,17:00:00,83.51,83.51,83.5,83.5,0.0
323,2010-11-22,17:00:00,83.31,83.32,83.31,83.31,0.0
324,2010-11-23,17:00:00,83.14,83.15,83.11,83.11,0.0
325,2010-11-24,17:00:00,83.51,83.52,83.49,83.51,0.0
326,2010-11-25,17:00:00,83.59,83.59,83.59,83.59,0.0
327,2010-11-26,17:00:00,84.09,84.1,84.04,84.1,0.0
328,2010-11-27,17:00:00,84.09,84.1,84.04,84.1,0.0
329,2010-11-28,17:00:00,84.05,84.05,84.01,84.03,0.0
330,2010-11-29,17:00:00,84.27,84.28,84.27,84.28,0.0
331,2010-11-30,17:00:00,83.67,83.68,83.65,83.66,0.0
332,2010-12-01,17:00:00,84.18,84.18,84.17,84.18,0.0
333,2010-12-02,17:00:00,83.8,83.81,83.76,83.79,0.0
334,2010-12-03,17:00:00,82.52,82.52,82.52,82.52,0.0
335,2010-12-04,17:00:00,82.52,82.52,82.52,82.52,0.0
336,2010-12-05,17:00:00,82.65,82.66,82.65,82.66,0.0
337,2010-12-06,17:00:00,82.62,82.67,82.61,82.67,0.0
338,2010-12-07,17:00:00,83.49,83.54,83.48,83.51,0.0
339,2010-12-08,17:00:00,84.01,84.02,84.01,84.01,0.0
340,2010-12-09,17:00:00,83.73,83.73,83.73,83.73,0.0
341,2010-12-10,17:00:00,83.94,83.94,83.94,83.94,0.0
342,2010-12-11,17:00:00,83.94,83.94,83.94,83.94,0.0
343,2010-12-12,17:00:00,83.98,84.01,83.98,84.0,0.0
344,2010-12-13,17:00:00,83.35,83.39,83.35,83.38,0.0
345,2010-12-14,17:00:00,83.67,83.67,83.66,83.66,0.0
346,2010-12-15,17:00:00,84.24,84.24,84.22,84.24,0.0
347,2010-12-16,17:00:00,83.91,83.99,83.88,83.91,0.0
348,2010-12-17,17:00:00,83.99,84.0,83.97,83.98,0.0
349,2010-12-18,17:00:00,83.99,84.0,83.97,83.98,0.0
350,2010-12-19,17:00:00,83.94,83.95,83.94,83.94,0.0
351,2010-12-20,17:00:00,83.77,83.77,83.75,83.75,0.0
352,2010-12-21,17:00:00,83.72,83.74,83.72,83.73,0.0
353,2010-12-22,17:00:00,83.55,83.55,83.54,83.55,0.0
354,2010-12-23,17:00:00,82.89,82.92,82.89,82.91,0.0
355,2010-12-24,17:00:00,82.87,82.87,82.85,82.85,0.0
356,2010-12-25,17:00:00,82.87,82.87,82.85,82.85,0.0
357,2010-12-26,17:00:00,82.77,82.88,82.77,82.88,0.0
358,2010-12-27,17:00:00,82.8,82.8,82.8,82.8,0.0
359,2010-12-28,17:00:00,82.37,82.38,82.37,82.38,0.0
360,2010-12-29,17:00:00,81.6,81.6,81.6,81.6,0.0
361,2010-12-30,17:00:00,81.51,81.51,81.51,81.51,0.0
362,2010-12-31,17:00:00,81.19,81.19,81.16,81.18,0.0
363,2011-01-01,17:00:00,81.19,81.19,81.16,81.18,0.0
364,2011-01-02,17:00:00,81.22,81.22,81.21,81.21,0.0
365,2011-01-03,17:00:00,81.73,81.73,81.72,81.72,0.0
366,2011-01-04,17:00:00,82.03,82.03,82.02,82.02,0.0
367,2011-01-05,17:00:00,83.24,83.24,83.23,83.23,0.0
368,2011-01-06,17:00:00,83.32,83.32,83.3,83.3,0.0
369,2011-01-07,17:00:00,83.14,83.16,83.14,83.16,0.0
370,2011-01-08,17:00:00,83.14,83.16,83.14,83.16,0.0
371,2011-01-09,17:00:00,83.22,83.23,83.22,83.22,0.0
372,2011-01-10,17:00:00,82.71,82.71,82.7,82.7,0.0
373,2011-01-11,17:00:00,83.22,83.23,83.22,83.23,0.0
374,2011-01-12,17:00:00,82.98,82.98,82.97,82.98,0.0
375,2011-01-13,17:00:00,82.8,82.8,82.79,82.8,0.0
376,2011-01-14,17:00:00,82.85,82.87,82.85,82.86,0.0
377,2011-01-15,17:00:00,82.85,82.87,82.85,82.86,0.0
378,2011-01-16,17:00:00,82.79,82.82,82.79,82.81,0.0
379,2011-01-17,17:00:00,82.66,82.66,82.66,82.66,0.0
380,2011-01-18,17:00:00,82.55,82.57,82.55,82.55,0.0
381,2011-01-19,17:00:00,82.01,82.01,82.0,82.0,0.0
382,2011-01-20,17:00:00,82.98,82.99,82.98,82.98,0.0
383,2011-01-21,17:00:00,82.56,82.57,82.55,82.56,0.0
384,2011-01-22,17:00:00,82.56,82.57,82.55,82.56,0.0
385,2011-01-23,17:00:00,82.54,82.55,82.53,82.55,0.0
386,2011-01-24,17:00:00,82.52,82.52,82.51,82.51,0.0
387,2011-01-25,17:00:00,82.23,82.25,82.23,82.24,0.0
388,2011-01-26,17:00:00,82.19,82.19,82.17,82.17,0.0
389,2011-01-27,17:00:00,82.9,82.91,82.86,82.91,0.0
390,2011-01-28,17:00:00,82.13,82.13,82.11,82.12,0.0
391,2011-01-29,17:00:00,82.13,82.13,82.11,82.12,0.0
392,2011-01-30,17:00:00,82.0,82.01,81.98,82.01,0.0
393,2011-01-31,17:00:00,82.04,82.05,82.02,82.04,0.0
394,2011-02-01,17:00:00,81.35,81.35,81.33,81.35,0.0
395,2011-02-02,17:00:00,81.54,81.55,81.53,81.55,0.0
396,2011-02-03,17:00:00,81.62,81.62,81.62,81.62,0.0
397,2011-02-04,17:00:00,82.17,82.18,82.16,82.17,0.0
